,documentId,language,title,description,context,topic,hints,solutionSteps,replacements,resource,sampleSolutions,stepifier,word_count
123,6E4bDMNlDGW9xdMQL87atr,DE,DE_M_PM_EVAL2_Q2,"Gib deine Antwort in einem Satz an:Alexandra ist Personalverantwortliche in einem ursprünglich familiengeführten, aber immer weiter wachsenden Unternehmen. Aufgaben wie die Lohnabrechnung nehmen immer mehr Zeit in Anspruch. Was würdest du ihr raten?",,"{'id': 5191, 'name': '4. intervention and support of the HR department in the personnel process', 'description': '', 'displayedOnDashboard': False}",[],"['Überlege dir eine Lösung, mit der du Alexandras Arbeit rationalisieren könntest.']",,,[''],SENTENCE,33
124,6XcMHDeahgw8YXFQ1agv4E,DE,DE_M_PM_Test3_Q1,"Die Firma Algrifor hat ein kleines Marketingteam mit zwei Mitarbeiterinnen.Für die neue Kampagne wird jedoch eine externe Firma beauftragt. Beschreibe in wenigen Worten, wie dieses Vorgehen heißt.",,"{'id': 5189, 'name': '2. Der Einfluss der Unternehmensziele auf das HRM', 'description': '', 'displayedOnDashboard': False}",[],[],,,[''],KEYWORD,27
125,71YaOZ4cMBG9fw8cYMNsDJ,DE,DE_M_PM_Test2_Q1,Benenne mithilfe eines Stichwortes die letzte Handlung eines Einstellungsverfahrens.,,"{'id': 5195, 'name': '8. Das Engagement von HR', 'description': '', 'displayedOnDashboard': False}",[],"['Ein Element, welches oft mit dem Onboarding einhergeht']",,,[''],KEYWORD,9
126,7nGyv3xP47X6la5j0r1b39,DE,DE_M_PM_Test12_Q1,"Worauf solltest du achten, wenn du dich entscheidest, konstruktive Beurteilungsgespräche zu führen? Antworte mit Stichworten zu jedem Schritt.",,"{'id': 5199, 'name': '12. Massnahmen zur Entwicklung der Mitarbeiter/innen', 'description': '', 'displayedOnDashboard': False}",[],"['Denke an das Vorher, das Währenddessen und das Nachher.']",,,[''],KEYWORD,18
127,7VbRfWDTJl46dcViAZD3lS,DE,DE_M_PM_Test10_Q1,"Nenne mithilfe einiger Stichworte einen Faktor außerhalb des Unternehmens, der einen Einfluss auf das Gehalt des Arbeitnehmers hat.",,"{'id': 5198, 'name': '11. Instrumente zur Motivation und Honorierung', 'description': '', 'displayedOnDashboard': False}",[],"['Bedenke externe Faktoren, die das Gehalt beeinflussen können.']",,,[''],KEYWORD,18
128,7xH7JyWDbZU6Ofct6alsxs,DE,DE_M_PM_EVAL2_Q1,Nenne einen aktiven Faktor des Arbeitsmarktes.,,"{'id': 5190, 'name': '3. Der Einfluss der Arbeitsmarktentwicklung auf das HRM', 'description': '', 'displayedOnDashboard': False}",[],"['Ein Faktor, der einen Einfluss auf den Arbeitsmarkt hat.']",,,[''],KEYWORD,6
129,89hYlgmdvx87BM7GIPQH21,DE,DE_M_PM_Test7_Q5,"Beantworte die Frage in einem Satz.Was kann eine Person vom Arbeitgeber verlangen, wenn sie meint, dass sie in einem Vorstellungsgespräch rassistisch diskriminiert wurde?",,"{'id': 5197, 'name': '10. Die Rechtsgrundlagen der Arbeit', 'description': '', 'displayedOnDashboard': False}",[],"['Es handelt sich um einen Beweis, den man vorzeigen können muss.']",,,[''],SENTENCE,23
130,8IQnwDrs33i7VyEGnPt2bY,DE,DE_M_PM_Test15_Q1,"Kann ein Arbeitgeber ein einfaches Arbeitszeugnis ausstellen, wenn er sich von einem Mitarbeiter wegen eines schweren Fehlers, wie beispielsweise Diebstahl, trennt? Begründe deine Antwort in einem vollständigen Satz.",,"{'id': 5201, 'name': '14. Massnahmen zur Personalfreisetzung und Anpassung von Arbeitsverträgen', 'description': '', 'displayedOnDashboard': False}",[],"['Ist es wichtig, dass diese Information festgehalten wird?']",,,[''],SENTENCE,28
131,8YLtWAOsHh0aJV8qM7bn1G,DE,DE_M_PM_Test14_Q3,"Beantworte die Fragen in drei Stichworten.Welche drei Vorteile hat der Arbeitgeber, wenn er ein Gespräch zum Abschied führt, wenn ein Arbeitnehmer das Arbeitsverhältnis beendet?",,"{'id': 5201, 'name': '14. Massnahmen zur Personalfreisetzung und Anpassung von Arbeitsverträgen', 'description': '', 'displayedOnDashboard': False}",[],[],,,[''],KEYWORD,24
132,ANZ8YXBvnt6WL3RWiHgr8,DE,DE_M_PM_Test8_Q1,Gib deine Antwort mit einer Frage an: Welche nicht zielbezogenen Fragen können in einem Vorstellungsgespräch während der Probezeit gestellt werden?,,"{'id': 5194, 'name': '7. Planung des Onboardings', 'description': '', 'displayedOnDashboard': False}",[],"['Denke an die zwischenmenschlichen Interaktionen, die der neue Mitarbeiter während seiner Probezeit gehabt haben könnte, oder daran, wie es bisher für ihn gelaufen ist.']",,,[''],SENTENCE,20
133,zczFAcjzwi7H7kkKNjG66,DE,DE_M_PM_Test1_Q1,"Beschreibe in einem Satz eine Massnahme, die das Personalmanagement anwenden kann, um den Problemen der Schweizer Demografie entgegenzuwirken.",,"{'id': 5190, 'name': '3. Der Einfluss der Arbeitsmarktentwicklung auf das HRM', 'description': '', 'displayedOnDashboard': False}",[],['Die Schweizer Demografie ist durch eine Überalterung gekennzeichnet.'],,,[''],SENTENCE,18
134,xzal4tLN8F8Fj8Wu1XM50,DE,114_TEST,"Die Festivalveranstalter verlagern den Anlass in eine grössere Halle ausserhalb der Stadt, die zwar ein bisschen teurer, jedoch doppelt so gross ist. Schildern Sie in Stichworten die Auswirkungen dieser Entscheidung auf folgende Anspruchsgruppen: Stadt",,"{'id': 4576, 'name': 'Allgemeinbildender Unterricht', 'description': '', 'displayedOnDashboard': False}",[],[''],,,[''],SENTENCE,34
135,1um0nRFFkbn6lesXEczLTT,EN,Onboarding: Translation (Lucy),Write in English:Tim wohnt in einem grossen Haus.,,,[],['<p>Tim lives in a big house.</p>'],,,[''],KEYWORD,8
136,9TYXjQ0ixmr7vPazqDnrmI,EN,API test,What do you celebrate on Swiss National Day?,,,[],['The founding of the Swiss Confederacy in 1891.'],,,[''],SENTENCE,8
144,1kOAwwxHs5z6XlDGoOidpU,IT,IT_M_PM_Test18_Q1,Rispondi in poche parole. Quali azioni dovrebbero essere intraprese per affrontare la complessa questione dei diritti nelle controversie?,,"{'id': 5212, 'name': '10. Basi legali dei diritti del lavoro', 'description': '', 'displayedOnDashboard': False}",[],"[""Si tratta dell'intervento di una terza parte&nbsp;""]",,,[''],KEYWORD,18
145,1yEQUbznSxPa5k5RE8bcVt,IT,IT_M_PM_Test1_Q1,Descrivi con una frase una misura che la gestione delle risorse umane può applicare per rimediare ai problemi causati dalla demografia svizzera.,,"{'id': 5205, 'name': ""3. L'influenza degli sviluppo del mercato del lavoro sulla gestione delle risorse umane"", 'description': '', 'displayedOnDashboard': False}",[],"[""Bisogna sapere che la demografia svizzera si caratterizza per l'invecchiamento della popolazione&nbsp;""]",,,[''],SENTENCE,22
146,2BQm2rbtS3SaXAevpJpcf0,IT,IT_M_PM_Test4_Q5,Alessandra deve stabilire un profilo di competenza per l'assunzione della persona responsabile del servizio clienti della sua azienda. Quale domanda può porsi per descrivere i compiti del lavoro? Trova due esempi di domande.,,"{'id': 5210, 'name': '8. Impegno delle risorse umane', 'description': '', 'displayedOnDashboard': False}",[],['Sono delle domande trasversali&nbsp;'],,,[''],SENTENCE,33
147,2DAhH6vXbJT9yUPngRQ61X,IT,IT_M_PM_Test6_Q1,"Alessandra sta valutando un dossier di candidatura che sembra buono, ma nota che un periodo d'inattività lavorativa non è giustificato. Quale criterio formale per la valutazione del dossier non è rispettato? Rispondi in poche parole.",,"{'id': 5210, 'name': '8. Impegno delle risorse umane', 'description': '', 'displayedOnDashboard': False}",[],['Si tratta di un buco nel CV&nbsp;'],,,[''],KEYWORD,35
148,2lzlHDiAGHvagKarDDzGh1,IT,IT_M_PM_Test2_Q1,Scrivi in una parola l'ultima azione di un processo di assunzione.,,"{'id': 5210, 'name': '8. Impegno delle risorse umane', 'description': '', 'displayedOnDashboard': False}",[],"[""Un'azione è spesso accompagnata dall'onboarding""]",,,[''],KEYWORD,11
149,3qBK7itGxk5N0S2vZDmQR,IT,IT_M_PM_Test7_Q5,Rispondi con una frase. Cosa può esigere da parte del datore di lavoro una persona che considera di essere stata vittima di discriminazione razziale durante un colloquio?,,"{'id': 5212, 'name': '10. Basi legali dei diritti del lavoro', 'description': '', 'displayedOnDashboard': False}",[],['Si tratta di una prova che deve essere dimostrata.&nbsp;'],,,[''],SENTENCE,27
151,51KfRf64ySb8d0Qs8duuaq,IT,IT_M_PM_EVAL2_Q2,Rispondi con una frase. Alessandra è responsabile delle risorse umane per conto di un'azienda a conduzione familiare e in costante crescita. Occuparsi delle retribuzioni è un compito che le occupa molto tempo. Cosa le consiglieresti di fare?,,"{'id': 5206, 'name': '4. Intervento e controllo del dipartimento HR per la gestione del personale', 'description': '', 'displayedOnDashboard': False}",[],['Pensa a una soluzione che le permetterebbe di razionalizzare il lavoro di Alessandra.'],,,[''],SENTENCE,37
152,6mqETwyFGQj73kyqDYrDXU,IT,IT_M_PM_Test2_Q5,Descrivi con qualche frase come può agire il dipartimento delle risorse umane per ridurre le disuguaglianze uomo-donna.,,"{'id': 5206, 'name': '4. Intervento e controllo del dipartimento HR per la gestione del personale', 'description': '', 'displayedOnDashboard': False}",[],['Che cosa possono fare le risorse umane per porre rimedio a queste disuguaglianze?&nbsp;'],,,[''],SENTENCE,17
153,6OBOOFtJyRP73Df4S6BGfr,IT,IT_M_PM_Test16_Q3,Cita 3 leggi da rispettare durante la creazione di un contratto di lavoro.,,"{'id': 5208, 'name': '6. Elementi chiave del contratto di lavoro', 'description': '', 'displayedOnDashboard': False}",[],[],,,[''],KEYWORD,13
156,9XEvTav4ZvOafZsCcN8wuJ,DE,311,"Wenn Sie in Ihrem Lehrbetrieb etwas verändern könnten – was wäre es? Schildern Sie, welche Anspruchsgruppen von Ihrer Entscheidung profitieren würden und welche nicht.",,,[],[],,,[''],SENTENCE,24
158,8CaVmETxKbx7wNih5WXoxv,IT,IT_M_PM_EVAL1_Q2,"Cita, usando poche parole, un'area d'attività nel settore delle risorse umane.",,"{'id': 5203, 'name': '1. Domini HRM e loro link', 'description': '', 'displayedOnDashboard': False}",[],['Un compito di competenza delle risorse umane.'],,,[''],KEYWORD,11
159,aiQqOhQTeOTaBepHNdbHe3,IT,IT_M_PM_Test5_Q1,L'azienda Algrifor desidera migliorare la sua piattaforma internet per rendere possibile il reclutamento elettronico. Per farlo ha fatto ricorso a un programmatore professionista. Qual è un punto importante a cui prestare attenzione per l'elaborazione dell'e-recruiting?,,"{'id': 5210, 'name': '8. Impegno delle risorse umane', 'description': '', 'displayedOnDashboard': False}",[],['Quale indicazione daresti al programmatore per ottenere una piattaforma di successo?&nbsp;'],,,[''],SENTENCE,35
160,8nr13oxvh1t71sVSMEx3Ga,IT,IT_M_PM_EVAL2_Q1,Indica un fattore attivo sul mercato del lavoro.,,"{'id': 5205, 'name': ""3. L'influenza degli sviluppo del mercato del lavoro sulla gestione delle risorse umane"", 'description': '', 'displayedOnDashboard': False}",[],"[""Un fattore che ha un'influenza sul mercato del lavoro.""]",,,[''],KEYWORD,8
161,25Y2BLZGCpkay0f4dRrvpf,EN,EN_01_Girl and Dog,Describe the interaction between the girl and the dog in the following picture:,,"{'id': 4815, 'name': 'Content', 'description': '', 'displayedOnDashboard': False}",[],[],,,[''],SENTENCE,13
162,3Jr6T26XL13aKRh31JX0xi,EN,CO_ENG_city-visit,You are one of the people in the picture visiting London. You are going to write about a day in London from her / his point of view.Write a short text (4-6 sentences) in the simple past about her / his experience.Questions like these below can help you.ORIGINAL CLIENT QUESTION,,"{'id': 4815, 'name': 'Content', 'description': '', 'displayedOnDashboard': False}",[],[],,,[''],SENTENCE,50
163,61df2XS8S2C7qXwUNrPiab,FR,FR_01_Fille et Chien,Décrivez l'interaction entre la fille et le chien dans l'image suivante :,,"{'id': 4821, 'name': 'Content', 'description': '', 'displayedOnDashboard': False}",[],[],,,[''],SENTENCE,12
164,4hBrvzZsMrt5OkNnp68UjU,FR,U_FR_01_Fille et Chien,Décrivez l'interaction entre la fille et le chien dans l'image suivante :,,,[],[],,,[''],SENTENCE,12
165,97MNGEgXHFIaiYGJnWgmNh,IT,IT_M_PM_Test14_Q3,Rispondi con 3 parole chiave.Quali sono i tre vantaggi per il datore di lavoro nel realizzare un colloquio quando il dipendente termina il rapporto di lavoro?,,"{'id': 5216, 'name': '14. Misure di licenziamento e modifica dei contratti di lavoro', 'description': '', 'displayedOnDashboard': False}",[],[],,,[''],KEYWORD,26
166,CZGdkWbThA5OhbB7NJnkX,IT,IT_M_PM_Test9_Q1,"Descrivi usando qualche parola chiave. Secondo la teoria dell'ERG, quale può essere la conseguenza del telelavoro per qualcuno che bisogni di contatto?",,"{'id': 5213, 'name': '11. Strumenti di motivazione e remunerazione', 'description': '', 'displayedOnDashboard': False}",[],['Un aumento di un bisogni in particolare&nbsp;'],,,[''],KEYWORD,22
167,9G5n1U7V3zj78UVarrX1y1,IT,IT_M_PM_Test13_Q1,"La tua missione è quella di sviluppare un nuovo progetto di formazione, come un programma di onboarding per le persone appena arrivate in azienda. Qual è il primo passo?Rispondi usando delle parole chiave.",,"{'id': 5214, 'name': '12. Misure per lo sviluppo dei collaboratori', 'description': '', 'displayedOnDashboard': False}",[],['Si tratta di un esercizio di bilancio.'],,,[''],SENTENCE,33
168,9gLm6Nwwwro5xyuCwX2QPZ,IT,IT_M_PM_Test10_Q1,Scrivi in poche parole un fattore esterno all'azienda che esercita un'influenza sul salario del dipendente.,,"{'id': 5213, 'name': '11. Strumenti di motivazione e remunerazione', 'description': '', 'displayedOnDashboard': False}",[],['Bisogna pensare ai fattori esterni che possono influenzare lo stipendio.&nbsp;'],,,[''],KEYWORD,15
169,9kbzJub7Xtk5C33dNs8pMv,IT,IT_M_PM_Test12_Q1,A cosa devi stare attento se decidi di fare dei colloqui di valutazione costruttiva? Rispondi con una parola chiave per ogni fase.,,"{'id': 5214, 'name': '12. Misure per lo sviluppo dei collaboratori', 'description': '', 'displayedOnDashboard': False}",[],"['Pensa al prima, al durante e al dopo.&nbsp;']",,,[''],KEYWORD,22
170,9tpAIQNwr1baIjlz0klbvT,IT,IT_M_PM_Test3_Q1,L'azienda Algrifor possiede un piccolo team addetto al marketing composto da due collaboratrici. Tuttavia per realizzare una nuova campagna fa ricorso a un'azienda esterna. Descrivi in poche parole come si chiama questo processo.,,"{'id': 5204, 'name': ""2. L'influenza degli obiettivi organizzativi sulla gestione delle risorse umane"", 'description': '', 'displayedOnDashboard': False}",[],[],,,[''],KEYWORD,33
172,tkH6yWrxPk8HcSlKyKoHV,IT,IT_M_PM_Test17_Q4,Scrivi in poche parole un obbligo accessorio del dipendente.,,"{'id': 5212, 'name': '10. Basi legali dei diritti del lavoro', 'description': '', 'displayedOnDashboard': False}",[],"['Sono azioni di routine, ma devono essere discusse e non sono evidenti.']",,,[''],KEYWORD,9
173,amlNI19SfbeaxSbAafSInZ,IT,IT_M_PM_Test15_Q1,Un datore di lavoro può rilasciare un certificato di lavoro di base quando si separa da un dipendente per un reato grave come il furto? Giustifica la tua risposta con una frase completa.,,"{'id': 5216, 'name': '14. Misure di licenziamento e modifica dei contratti di lavoro', 'description': '', 'displayedOnDashboard': False}",[],['È importante che queste informazioni siano registrate da qualche parte?'],,,[''],SENTENCE,33
174,ahEh5inhEfk6U7t0aWDz3p,IT,IT_M_PM_Test8_Q1,"Rispondi usando una frase interrogativa: durante il periodo di prova, quale domanda non riguardante gli obiettivi può essere posta durante un colloquio?",,"{'id': 5178, 'name': ""7. Planification de l'Onboarding"", 'description': '', 'displayedOnDashboard': False}",[],['Pensa alle interazioni interpersonali che il/la nuovo/a dipendente potrebbe aver avuto durante il suo periodo di prova o al modo in cui si svolge la sua nuova funzione.'],,,[''],SENTENCE,22
176,awpv0XE3g4Y5WI6T08ydUf,EN,CP_VT_03_Translate,Write in English:Tim wohnt in einem grossen Haus.,,,[],['Tim lives in a big house.'],,,[''],KEYWORD,8
181,3tWq4pujD9E7p5gXhZlj7j,EN,Worttrennung_5 ,"Trenne das Wort Kastanie in alle mögliche Silben, indem du jeweils ein Sternchen zwischen den Silben einfügst, z.B. das Handwerk -  Hand*werk.",,,[],[],,,[''],SENTENCE,22
182,9BEPLYwJtle6SNFq4iKN0U,EN,Test task,Write a sentence in english,,,[],[],,,[''],SENTENCE,5
194,91nrbKAfXUJ8DH6RGSjvs7,DE,PKV_JUTTA_Q2',"Anschließend brainstormen Sie gemeinsam mögliche Marketingmaßnahmen. Was antworten Sie auf die Vorschläge Ihrer Kolleginnen?Jutta: ""Wir könnten Werbebroschüren über unsere Praxis produzieren lassen und diese per Wurfsendungen an alle Haushalte im Viertel verteilen.""Beschreiben Sie bitte positiven Aspekten von diesem Vorschlag, falls vorhanden.",,"{'id': 5008, 'name': '2. Amélioration des techniques de travail', 'description': '', 'displayedOnDashboard': False}",[],"['<p>Eine Broschüre mit Informationen über uns, unsere Praxisphilosophie und unser Leistungsangebot<strong>&nbsp;ist eine gute Idee.</strong>&nbsp;</p><p>Diese können wir<strong>&nbsp;in der Praxis am Empfang und im Wartezimmer auslegen, außerdem auf unserer Website hochladen.</strong></p>']",,,[''],SENTENCE,41
196,5xslDLNV5dB8l7n3DsdzAq,DE,PKV_JUTTA_Q1,"Anschließend brainstormen Sie gemeinsam mögliche Marketingmaßnahmen. Was antworten Sie auf die Vorschläge Ihrer Kolleginnen?Jutta: ""Wir könnten Werbebroschüren über unsere Praxis produzieren lassen und diese per Wurfsendungen an alle Haushalte im Viertel verteilen.""Beschreiben Sie bitte Nachteilen von diesem Vorschlag, falls vorhanden.",,,[],['<p>Hauswurfsendungen allerdings sind rechtlich nicht möglich: <strong>das Direktmailing und externe Auslegen von Informationsmaterial ist gesetzlich verboten</strong>.</p>'],,,[''],SENTENCE,40
197,1pPszQK2X1b97Eat8NAdGf,DE,PKV_JUTTA_Q2,"Anschließend brainstormen Sie gemeinsam mögliche Marketingmaßnahmen. Was antworten Sie auf die Vorschläge Ihrer Kolleginnen?Jutta: ""Wir könnten Werbebroschüren über unsere Praxis produzieren lassen und diese per Wurfsendungen an alle Haushalte im Viertel verteilen.""Beschreiben Sie bitte positiven Aspekten von diesem Vorschlag, falls vorhanden.",,,[],"['<p>Eine Broschüre mit Informationen über uns, unsere Praxisphilosophie und unser Leistungsangebot<strong>&nbsp;ist eine gute Idee.</strong>&nbsp;</p><p>Diese können wir<strong>&nbsp;in der Praxis am Empfang und im Wartezimmer auslegen, außerdem auf unserer Website hochladen.</strong></p>']",,,[''],SENTENCE,41
