taskId,language,description,topic_id,word_count,sentence_count
3099,9ICsRwwXXpanhqgOPZCFs,EN,parent want greenwich summer festiv alreadi inform internet explain eat cafe mysteri kitchen trainer sherlock run lead woof ark ark lead fall floor park clever dog sherlock ok let park play footbal sherlock love footbal lot cool trick hour hungri park cafe woman cafe polic offic woman upset mr abrihim look everi day food floor plea someth polic offic ye mr abrihim find burglar mr abrihim burglar want money miss polic offic hmmm well cafe,,75,20
3100,5RgWDkX4GUE9DSDmogH1iF,EN,write holiday tell class exampl holiday great ok aw bore bavaria home famili friend weather sunni windi cold swim visit saw buy play tenni eat excit cool aw bore take photo friend ate play footbal,,35,8
3101,6nZVppH4HFo8Csut1Lutss,EN,imagin dora white choos scene write day diari day happen feel feel want lucki day school bu dad takeaway pizza tonight love tuna pizza favourit pizza answer hear ask sorri play game phone realli high score look sorri forgot problem eye forgot dave birthday,,44,20
3102,6yCiittUCYxaK32qIJmbh8,EN,add sentenc dan diari entri choo day write five sentenc feel lucki day school bu dad takeaway pizza tonight love tuna pizza favourit pizza answer hear ask sorri play game phone realli high score look sorri forgot problem eye forgot dave birthday forgot homework forget everyth look window,,48,20
3103,aGXmrZgPwYA91OchM9ljg5,EN,write dan letter aunt thursday th june help dear aunt susan thank sorri lucki day school bu dad takeaway pizza tonight love tuna pizza favourit pizza answer hear ask sorri play game phone realli high score look sorri forgot problem eye forgot dave birthday forgot homework forget everyth look window oh,,51,20
3104,7ByhC0OBSBD8y4d6SMNvGf,EN,student write report happen write accid accid happen happen end lucki day school bu dad takeaway pizza tonight love tuna pizza favourit pizza answer hear ask sorri play game phone realli high score look sorri forgot problem eye forgot dave birthday forgot homework forget everyth look window,,47,20
3105,a7pl79JaUMr8zS5XrYLOkS,EN,write dialogu scene stori record dialogu short radio play think question scene happen mani peopl scene happen scene sound scene lucki day school bu dad takeaway pizza tonight love tuna pizza favourit pizza answer hear ask sorri play game phone realli high score look sorri forgot problem eye forgot dave birthday,,51,20
3106,3XHHSFyLGnb5Lcl5iJD7mJ,EN,write answer harri e mail give advic help bad news mayb give posit wait hear e mail dear fed mum holiday ireland travel around stay b bs bore want camp mum young know far aunt hous bike we road danger devon could accid plea help harri,,46,14
3107,9TxVdnS2Dz48jkqCzr5cgS,EN,invent choo find inform librari internet person invent write short biographi inventor help bear place year grow move person invent die place year,,23,7
3108,1sSejGZk1Y8azcBTAbQQqL,EN,write diari th april person surviv disast word think question feel lifeboat titan disast belfast news wednesday th april day fact giant ship titan build belfast shipyard hit iceberg th april shortli midnight water fill ship sink hour forti minut later way southampton new york first voyag passeng crew board peopl lifeboat ship sink surviv cold sea peopl die world large ship titan large expen ship world swim pool turkish bath gymnasium librari ship builder white star line compani sure ship safe could possibl sink titan lifeboat enough peopl bit half peopl board ship local man die sea twenti crew northern ireland ship doctor dr john simpson bear belfast mother optimist letter arriv home yesterday howev find post letter ship last stop know dr simpson surviv dog save live lucki ship save passeng titan find lifeboat,,136,20
3109,5SnmAglEZOG9nMHaV8Jpp0,EN,write billi stori help play jona nice boy never speak se everi day day titan disast belfast news wednesday th april day fact giant ship titan build belfast shipyard hit iceberg th april shortli midnight water fill ship sink hour forti minut later way southampton new york first voyag passeng crew board peopl lifeboat ship sink surviv cold sea peopl die world large ship titan large expen ship world swim pool turkish bath gymnasium librari ship builder white star line compani sure ship safe could possibl sink titan lifeboat enough peopl bit half peopl board ship local man die sea twenti crew northern ireland ship doctor dr john simpson bear belfast mother optimist letter arriv home yesterday howev find post letter ship last stop know dr simpson surviv dog save live lucki ship save passeng titan find lifeboat accord passeng dog board save live peopl lifeboat ship find lifeboat dark night foggi weather hear dog bark could happen,,158,20
3110,3yjuBU0CskE8KENflJrgvV,EN,sum import inform paragraph sentenc titan disast belfast news wednesday th april day fact giant ship titan build belfast shipyard hit iceberg th april shortli midnight water fill ship sink hour forti minut later way southampton new york first voyag passeng crew board peopl lifeboat ship sink surviv cold sea peopl die world large ship titan large expen ship world swim pool turkish bath gymnasium librari ship builder white star line compani sure ship safe could possibl sink titan lifeboat enough peopl bit half peopl board ship local man die sea twenti crew northern ireland ship doctor dr john simpson bear belfast mother optimist letter arriv home yesterday howev find post letter ship last stop know dr simpson surviv dog save live lucki ship save passeng titan find lifeboat accord passeng dog board save live peopl lifeboat ship find lifeboat dark night foggi weather hear dog bark could happen,,149,20
3111,5zsGSSdyNzZ97dAj9AQuXh,EN,write stori behind articl rescu point view susan merchant rnli piec extra inform add quot stori interest titan disast belfast news wednesday th april day fact giant ship titan build belfast shipyard hit iceberg th april shortli midnight water fill ship sink hour forti minut later way southampton new york first voyag passeng crew board peopl lifeboat ship sink surviv cold sea peopl die world large ship titan large expen ship world swim pool turkish bath gymnasium librari ship builder white star line compani sure ship safe could possibl sink titan lifeboat enough peopl bit half peopl board ship local man die sea twenti crew northern ireland ship doctor dr john simpson bear belfast mother optimist letter arriv home yesterday howev find post letter ship last stop know dr simpson surviv dog save live lucki ship save passeng titan find lifeboat accord passeng dog board save live peopl lifeboat ship find lifeboat dark night foggi weather hear dog bark,,159,20
3112,8v2MiA48Dub6AyNbiUsOsM,EN,well realli strong good musician write text word give opinion reason think titan disast belfast news wednesday th april day fact giant ship titan build belfast shipyard hit iceberg th april shortli midnight water fill ship sink hour forti minut later way southampton new york first voyag passeng crew board peopl lifeboat ship sink surviv cold sea peopl die world large ship titan large expen ship world swim pool turkish bath gymnasium librari ship builder white star line compani sure ship safe could possibl sink titan lifeboat enough peopl bit half peopl board ship local man die sea twenti crew northern ireland ship doctor dr john simpson bear belfast mother optimist letter arriv home yesterday howev find post letter ship last stop know dr simpson surviv dog save live lucki ship save passeng titan find lifeboat accord passeng dog board save live peopl lifeboat ship find lifeboat dark night foggi weather hear dog bark,,154,20
3113,3q7pEBcYBuBaLQkMI9XG8K,EN,write e mail describ home public transport write e mail friend anoth countri give advic hous airport train station phrase take taxi bu chang stop journey take minut hour must buy ticket bu walk far cost help e mail hi helen let tell hous train station take bu good wish titan disast belfast news wednesday th april day fact giant ship titan build belfast shipyard hit iceberg th april shortli midnight water fill ship sink hour forti minut later way southampton new york first voyag passeng crew board peopl lifeboat ship sink surviv cold sea peopl die world large ship titan large expen ship world swim pool turkish bath gymnasium librari ship builder white star line compani sure ship safe could possibl sink titan lifeboat enough peopl bit half peopl board ship local man die sea twenti crew northern ireland ship doctor dr john simpson bear belfast,,147,20
3114,3wcZKDv1JAp878kS5lWB5W,EN,choo five borough new york manhattan bronx queen brooklyn staten island pick landmark find inform librari internet special build open imagin new york taxi driver present landmark borough tourist,,29,8
3115,1eKkX9eE46K66zvZLQqfe8,EN,could stori continu write summari idea simpl present phrase boy walk find suddenli start feel long time end parent find internet realli happen stori bodi stephen king bodi bodi gordi lachanc friend learn boy area state main disappear probabl dead decid trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think excit roll blanket tie old belt around grab money less dollar readi back stair avoid meet dad walk carbin street toward clubhous catch eye shine gordi want someth sure first point alley shop ran alley run bottom smell trash terribl puke forgot smell put hand backpack pull big gun,,106,20
3116,4Gvk7oeCwwF6GSHvRuxEj9,EN,group five student choo differ borough new york bronx botan garden manhattan rockefel center queen citi field brooklyn brooklyn bridg staten island postcard memori find inform sight borough librari internet special build open imagin new york taxi driver other tourist present sight group start build open manhattan rockefel center home lot event new york citi center art great view top build open bronx botan garden differ garden river waterfal lot also activ child,,73,20
3117,65TnHLf4HHf6U8LfvZUEQM,EN,art form comic invent america find internet bodi bodi gordi lachanc friend learn boy area state main disappear probabl dead decid trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think excit roll blanket tie old belt around grab money less dollar readi back stair avoid meet dad walk carbin street toward clubhous catch eye shine gordi want someth sure first point alley shop ran alley run bottom smell trash terribl puke forgot smell put hand backpack pull big gun dad desk man dad beat find eye danc find,,95,20
3118,7c7EfWGr3TJ78QMCSI0U6J,EN,dylan abbi stay togeth happen next write last paragraph bodi bodi gordi lachanc friend learn boy area state main disappear probabl dead decid trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think excit roll blanket tie old belt around grab money less dollar readi back stair avoid meet dad walk carbin street toward clubhous catch eye shine gordi want someth sure first point alley shop ran alley run bottom smell trash terribl puke forgot smell put hand backpack pull big gun dad desk man dad beat find eye danc,,96,20
3119,5vRqn9PxMfcasYn6JnuIfb,EN,could live without electr write short text give reason question could live could live without electr also think anoth reason exampl work group read text other comment posit reason text take turn phrase agre think right wrong true think bodi bodi gordi lachanc friend learn boy area state main disappear probabl dead decid trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think excit roll blanket tie old belt around grab money less dollar readi back stair avoid meet dad,,86,20
3120,4JJt44MdjWH88z5F0nMA5j,EN,great mistak noth littl sydney smith explain mean quot discuss agre bodi bodi gordi lachanc friend learn boy area state main disappear probabl dead decid trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think excit roll blanket tie old belt around grab money less dollar readi back stair avoid meet dad walk carbin street toward clubhous catch eye shine gordi want someth sure first point alley shop ran alley run bottom smell trash terribl puke forgot smell put hand backpack pull big gun,,90,20
3121,15sKzdWMaXB8f0Mx9Aomk1,EN,collect inform jose find text live dream write articl jose help jose blanco basebal player big futur peopl tell we introduct import thing person interest reader jose immigr parent home countri jose dad jose live good start take basebal serious becom want main part detail would meet jose write we win ticket next basebal match interest conclus e g frage oder aufforderung leser leserin bodi bodi gordi lachanc friend learn boy area state main disappear probabl dead decid trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think excit roll blanket tie old belt around,,101,20
3122,9FHPtL8Lbn8uLdsqhCN4F,EN,answer question legal provis bodi bodi gordi lachanc friend learn boy area state main disappear probabl dead decid trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think excit roll blanket tie old belt around grab money less dollar readi back stair avoid meet dad walk carbin street toward clubhous catch eye shine gordi want someth sure first point alley shop ran alley run bottom smell trash terribl puke forgot smell put hand backpack pull big gun dad desk man dad beat find eye danc find,,92,20
3123,4JbleLRfJVb7fw0HOwrJH8,EN,give well advic friend parent give opinion write opinion,,9,3
3124,ay8t0XBC8PZ9WvMzDX0EpW,EN,link sentenc ad word sentenc suddenli yesterday driver clean bu lunch listen news radio talk wife phone minut later bu arriv redhil privat school leave school ten minut later car hit bu near umlazi township,,35,6
3125,5s8399RbkWI8GvGTjOnr8e,EN,talk social differ peopl situat discuss idea class start mayb woman first photo girl second photo word good job lose job rich husband run away home,,26,5
3126,8mZsoep8FuD5yNROtdXExC,EN,note free time talk partner,,5,2
3127,4fHzBC8AGaM6WS2QwbGMt3,EN,look structur text even well author finish even well lindsay fern countri rich natur resourc oil wood water canada also world leader natur resourc produc energi compar countri quit well modern technolog renew energi canada produc ten percent world electr produc water power enough canada mainli reli tradit resourc natur oil energi last coupl year technolog improv much today access oil reserv avail way exploit natur resourc particular problem serious affect environ good exampl frack mixtur chemic sand huge amount water mixtur push grind great pressur order break open rock hold rise collect clara hall expert energi technolog explain frack allow we extract natur deep ground enough inform avail chemic frack local peopl afraid chemic could poison pollut nearbi river even wor place damag do ground frack alreadi caus earthquak alway danger major explo deal oil controversi sourc energi,,139,20
3128,6Q0HRlA2xM5aq7g7fTc2kb,EN,describ narrat stori describ narrat word even well lindsay fern countri rich natur resourc oil wood water canada also world leader natur resourc produc energi compar countri quit well modern technolog renew energi canada produc ten percent world electr produc water power enough canada mainli reli tradit resourc natur oil energi last coupl year technolog improv much today access oil reserv avail way exploit natur resourc particular problem serious affect environ good exampl frack mixtur chemic sand huge amount water mixtur push grind great pressur order break open rock hold rise collect clara hall expert energi technolog explain frack allow we extract natur deep ground enough inform avail chemic frack local peopl afraid chemic could poison pollut nearbi river even wor place damag do ground frack alreadi caus earthquak alway danger major explo deal oil controversi sourc energi,,138,20
3129,aN3TuuzODvX6KFjaxt1gl8,EN,write newspap report christchurch earthquak write word read report group choo good articl even well lindsay fern countri rich natur resourc oil wood water canada also world leader natur resourc produc energi compar countri quit well modern technolog renew energi canada produc ten percent world electr produc water power enough canada mainli reli tradit resourc natur oil energi last coupl year technolog improv much today access oil reserv avail way exploit natur resourc particular problem serious affect environ good exampl frack mixtur chemic sand huge amount water mixtur push grind great pressur order break open rock hold rise collect clara hall expert energi technolog explain frack allow we extract natur deep ground enough inform avail chemic frack local peopl afraid chemic could poison pollut nearbi river even wor place damag do ground frack alreadi caus earthquak alway danger major explos deal,,141,20
3130,9rqaGdtA7CW6DrcjnY44M4,EN,choo cartoon describ explain messag sky cloud head hurt broken arm break leg help cartoon eric other background messag cartoon car sign van damag road gap help cartoon middl sign messag cartoon even well lindsay fern countri rich natur resourc oil wood water canada also world leader natur resourc produc energi compar countri quit well modern technolog renew energi canada produc ten percent world electr produc water power enough,,69,20
3131,5i9DHXRIoblaUJkAdk2cl9,EN,work group copi complet tabl job peopl problem even well lindsay fern countri rich natur resourc oil wood water canada also world leader natur resourc produc energi compar countri quit well modern technolog renew energi canada produc ten percent world electr produc water power enough canada mainli reli tradit resourc natur oil energi last coupl year technolog improv much today access oil reserv avail way exploit natur resourc particular problem serious affect environ good exampl frack mixtur chemic sand huge amount water mixtur push grind great pressur order break open rock hold rise collect clara hall expert energi technolog explain frack allow we extract natur deep ground enough inform avail chemic frack local peopl afraid chemic could poison pollut nearbi river even wor place damag do ground frack alreadi caus earthquak alway danger major explo deal oil controversi sourc energi,,140,20
3132,6BKtN5ZByiq6CALJjrLthp,EN,find interest martin luther king jr life even well lindsay fern countri rich natur resourc oil wood water canada also world leader natur resourc produc energi compar countri quit well modern technolog renew energi canada produc ten percent world electr produc water power enough canada mainli reli tradit resourc natur oil energi last coupl year technolog improv much today access oil reserv avail way exploit natur resourc particular problem serious affect environ good exampl frack mixtur chemic sand huge amount water mixtur push grind great pressur order break open rock hold rise collect clara hall expert energi technolog explain frack allow we extract natur deep ground enough inform avail chemic frack local peopl afraid chemic could poison pollut nearbi river even wor place damag do ground frack alreadi caus earthquak alway danger major explo deal oil controversi sourc energi canada oil oil sand alberta,,144,20
3133,5KgxQUShvpd7UZ4GDJKSYt,EN,clara letter find problem even well lindsay fern countri rich natur resourc oil wood water canada also world leader natur resourc produc energi compar countri quit well modern technolog renew energi canada produc ten percent world electr produc water power enough canada mainli reli tradit resourc natur oil energi last coupl year technolog improv much today access oil reserv avail way exploit natur resourc particular problem serious affect environ good exampl frack mixtur chemic sand huge amount water mixtur push grind great pressur order break open rock hold rise collect clara hall expert energi technolog explain frack allow we extract natur deep ground enough inform avail chemic frack local peopl afraid chemic could poison pollut nearbi river even wor place damag do ground frack alreadi caus earthquak alway danger major explo deal oil controversi sourc energi canada oil oil sand alberta,,141,20
3135,3EoN7DIcYL57i360TaDolo,EN,last year high school write text plan school school magazin includ follow inform name age class dislik good interest plan colleg find job appli travel write word,,27,3
3136,gidUSxLYmI8SaS4CEwBEW,EN,note write summari start introduct name titl author text forget text summaris paragraph main part sentenc note help write conclus think articl gener rule summari third origin text short though rememb word phrase introduct articl write text articl stori explain describ deal main part alway simpl present write summari word pam warner talk organ food farmer market explain market offer first second third phrase conclus sum,,66,20
3137,1QPhN3J8uLV922tAqHajDv,EN,write poem chant work coal mine first ver work coal mine alway tire work hard want fire ver help eat bread soon dead smell feel well coal mine dirti old thirti billi friend end deadli silenc name jona fox twelv year old work mine job sit near door tunnel everi day must open door coal arriv quickli close door everi day sit dark never scare friend billi alway billi sing day long yellow littl black eye look glass billi canari never bear billi around would love sing even talk sometim mine touch flame explod last year terribl explos mine kill miner ten boy,,103,20
3138,aLwFy3GUOol7l1biGDMTSH,EN,write messag joe find good blog also ask question help congratul sound interest tri recip know give tip pleas lucki day school bu dad takeaway pizza tonight love tuna pizza favourit pizza answer hear ask sorri play game phone realli high score look sorri forgot problem eye forgot dave birthday forget homework,,52,20
3190,6djKwYzu2uLasWvaYgKLGX,EN,happen next stori write five six sentenc word bedroom play game high score talk lucki day school bu dad takeaway pizza tonight love tuna pizza favourit pizza answer hear ask sorri play game phone realli high score look sorri forgot problem eye forgot dave birthday forgot homework forget everyth look window oh,,52,20
3191,6sPY9w0jSwl6cynhL17bQW,EN,answer nisha email help hi thank email name hi back holiday nice durham visit grandpar grandpa big parti th birthday realli love birthday cake favourit cousin plane ticket sad lot outsid weather aw parti nice summer holiday visit nice place later nisha lucki day school bu dad takeaway pizza tonight,,50,20
3252,7FMzLYhiwZL80oHBRPZcRZ,EN,object alexandra compani master labor cost also reduc employe overtim execut optim comparison advantag len,,15,2
3294,8T4FAKkSueV7jVP2QQ1qA5,EN,gener term sand carrot leek bean,,6,2
3295,5d9ZE5qW6FR6QiBfGM5ioz,EN,describ chang aggreg evapor,,4,1
3297,8c3aHzy274K8CxY8mVyXcE,EN,describ chang physic state evapor charact,,6,2
3536,3kgE2MdqNTU6GygdJfDMcg,EN,describ chang physic state evapor charact,,6,2
3592,Ry6IZB4CG2anssBKVsKg4,EN,transform follow sentenc pastum passiv old man read book park,4816.0,10,2
3593,4UGorA0ELVB8knzWDl2zCU,EN,translat follow sentenc english sit front comput,,7,1
3594,1Ye1SrK0z9K8WIIRfNewwS,EN,write sentenc past ten follow word yesterday tell stori,,9,2
3826,1puds7wZtjh6KyKV9KC3y4,EN,differ rectangl squar explain sentenc,,5,2
3827,82ynova45HLavEoCLp8jGK,EN,capit usa,,2,1
3828,2k8Z6d1saLb9Ubd1TBXRzL,EN,read text care summar learn fruit collect term raw mostli water contain fruit part e g seed tree bush perenni germani averag daili consumpt fruit obstacl certif without fruit juic gram man gram men unit nation gener assembl appoint intern year fruit vermin term fruit old high german obaz middl high german ob e z earli high german ob fruit tree fruit stand relationship word ob verbal noma relat food output mean cover basic food origin prise fruit originallytogeth unorgan tendu perform sinc th centuri name commun german mittelniederedeutsch ovet avet ove ovest middl age dutch ooft well altenglisch ofet distinct fruit veget organ cultur therefor blur rule fruit sever year veget year old plant accord food definit sugar content fruit usual high botan point view fruit aris fertil flower veget aris part plant paprika tomato pumpkin zucchini eggplant cucumb fruit accord botan definit belong fruit sinc aris fertil flower annual plant food definit veget gener lack sweetnessor acid refer fruit veget rhubarb hand leaf stick also fruit divis fruit describ fruit start group core fruit stone fruit exot fruit etc usual today botani hand collect term fruit summar seed fruit cultiv wildli grow plant gener eat raw pleasant mostli sweet sour tast seed also nutriti due high sugar content associ high energi content fruit whose seed often consum usual pulp high water content therefor low nutrit valu thank content vitamin miner salt repre import addit food,,237,19
3830,6ROesqeuPJA6ABHXMOlpuu,EN,write sentenc passiv present bring packag,,6,2
3840,yqjln1Xkhq6sBUWiG3HU7,EN,modifi task chang default aspect ad task,,7,1
3841,a0MfFF7ZBqT9KPSp9QYupz,EN,write sentenc futur ten follow word today read stori,,9,2
3842,5sfYvW5OuJt5z1ZG8IaOOj,EN,translat follow sentenc english sit front comput,,7,1
3843,LFjJdqwcqB9di6Akll84S,EN,translat follow sentenc english weekend super nice,,7,1
3844,1evEEGuxXhF8xv1tOWtjxQ,EN,translat follow sentenc english sit front comput,,7,1
3845,1KRvjczLAGnagj5slATYTp,EN,describ interact girl dog follow pictur,4815.0,6,1
3846,aCimYoDf3uVaVrhqUR4mCl,EN,deforest impact climat chang measur take address deforest promot reforest effort,,11,1
3847,4gAaXE0y1jN6vk1VynBJp0,EN,burn fossil fuel contribut greenhous effect global warm,,8,1
3848,aosVrO8fJc96Q0q8o6lGNv,EN,societi adapt rise sea level increa risk extrem weather event caus climat chang particularli vulner coastal commun,,17,1
3849,mzL1MhYiBK68GFH8kiHQT,EN,strategi implement mitig threat agricultur ensur sustain food product amidst impact climat chang global food secur,,16,1
3850,2AJnHGFoIcW9tW66xKFRAx,EN,primari sourc greenhous emiss,,4,1
3851,6T8MgBKFn8a7Yl8DcqBr4p,EN,write place area help lake castl park cave near town weekend last summer famili kayak sport meet friend swim sport meet friend relax beauti interest excit fun beauti interest excit write place area,,33,6
3867,7tdnrdrMDFm6cTs9xegrNH,EN,translat sentenc spoon intend soup,,5,1
3868,3ovitrjiuTsazplG1e3wJx,EN,translat sentenc spoon intend soup,,5,1
3870,8ZZvQBU26cx7OETTXhw0Gz,EN,write sentenc futur ten follow word today read stori,,9,2
3872,4REEV3mMLvL6QiCOpn5Byh,EN,modifi task chang default aspect ad task,,7,1
3874,7Jj0FHJYZDz9GO9kJhtHaU,EN,translat follow sentenc english sit front comput,,7,1
3876,8mRh709pecG9kyBQ815DAs,EN,modifi task chang default aspect ad task,,7,1
3883,B2WThFwMC9aiNtTroNYLZ,EN,translat sentenc want pay cash,,5,1
3884,4D6hh5irXkm7RrXZAr3LBD,EN,translat sentenc want pay cash,,5,1
3885,3yFWdyLYR9m6z9rvt5v68J,EN,translat sentenc need lawyer,,4,1
3886,95pzhSkM1q65wNIdT4aPYi,EN,translat sentenc tree old,,4,1
3887,1BlUQc8yJtLa7oJ7Ffprwk,EN,translat sentenc spici food,,4,1
3888,96Ad9lTF1aW8tVAydstUnw,EN,translat sentenc spici food,,4,1
3890,5szXQzhFx3K69N8NefgOng,EN,write letter point view soldier first world war empath soldier explain feel letter rel appropri vocabulari fulli explain feel,,19,2
3891,6lh4osz3KvQ80TWtZTkOzh,EN,write letter point view soldier first world war empath soldier explain feel letter rel appropri vocabulari fulli explain feel,,19,2
3892,5zdsZUBdfma5LC3ruY2PAP,EN,imagin soldier first world war write letter point view rel back home letter reflect emot experi wwi soldier appropri vocabulari convey feel accur vividli describ condit experienc affect physic emot show empathi understand soldier perspect focu descript languag fulli explain feel experi,,42,7
3893,9NgGGpgDXhm9xqh0JTll1D,EN,difficult vladik new trick stage,,5,1
3894,9Go2lKzLoO06kwx41uGekb,EN,accord text difficult vladik new trick stage peopl might good job perform vladik miagkostoupov actual bear rais moscow circu perform young vladik tutor earli juggler father age nine perfect enough natur acrobat juggl skill work full time circu combin seamless mix acrobat danc juggl star perform rang compani pari mont carlo sever year ago vladik marri dad begin charact dralion epic perform piec appeal kid show child clown show sure kid love lot acrobat lot movement colour uplift show leav feel happi alway someth onstag perform charact mani year sinc often routin dralion chang alway chang routin actual year everi time look put new trick chang choreographi constantli chang,,109,20
3895,aNpz17Tdg5P9rEbnJleloi,EN,capit switzerland,,2,1
3897,9ydBF6ZZG1J9iejKZ27pM7,EN,translat sentenc decid becom doctor,,5,1
3898,3wboyUA2lGb5PHMOaLLQZx,EN,translat sentenc everyon jealou success,,5,1
3905,R24rmdBVmI9QUQ59CeCil,EN,write answer question dog,,4,1
3906,a6BDgtSEoRG8s4x2AFB3Tx,EN,write answer question dog,,4,1
3912,7yYOO15Sow28JlfQxGuTzq,EN,modifi task chang default aspect ad task,,7,1
3913,3rjTCMSMHTB5Xl6wescySE,EN,translat follow sentenc english sit front comput,,7,1
3915,JgT1kiV4OX5xK2E2juvyI,EN,choo correct form verb last year speak english,,8,1
3916,8Bnevclo2Ug6ohNnSlhWTT,EN,write correct form verb last year speak english,,8,1
3918,3whev1FDnLP6cjhZOSqhTd,EN,name shape type answer box,,5,2
3919,2LeFhZZEd9O6ywV3yYL9A8,EN,mani angl shape type answer,,5,2
3920,15EIselx09U95iwMN7xMXb,EN,look map toni neighborhood toni walk straight line home store milk walk straight line store school next walk anoth straight line home friend ben walk straight line taco truck park final toni walk straight line back home shape toni path explain answer click map large,,45,9
4159,903tkeH2sws5WBSNDdiZD6,EN,base articl anthoni lunch good food school love pizza friday alway fish chip,,13,4
4160,2b3REJvYc589JzcZe1bGXE,EN,base articl georg lunch take pack lunch sandwich morn alway yoghurt banana oh sometim packet crisp,,16,5
4188,LrvxuC59Oo9nNImrCRMAp,EN,imagin hotel ask content market instagram page plea identifi type content would,,12,2
4196,8hj0lvxe9b36pp7vEuD2qJ,EN,mani triangl squar composit shape type answer,,7,2
4197,6NaMStQURyB82Wxo4RgleU,EN,describ composit shape type answer,,5,2
4246,26lq4xXMLS5axLxA0aexfK,EN,modifi task chang default aspect ad task,,7,1
4247,5A8LWy2RGEGajYTakDd5AB,EN,write sentenc futur ten follow word today read stori,,9,2
4248,5booFsYLVNM7ArLIXyW3f1,EN,write small essay heart follow criterion titl incomplet text precis relev research project clear formul clear content accuraci structur organ grammar syntax technic term exampl free commentari text,,28,2
4249,3Djh3SW7P7p7vZe1JVgsyw,EN,climat chang paragraph,,3,1
4250,68RE5Cw3jm48eggO9ZPAJf,EN,climat chang paragraph,,3,1
4251,21stAhEeOVC8UyCCQ6O2oC,EN,read follow articl write azara lunch religion eat type meat school serv special meal love chicken curri,,17,4
4252,3KvZd4nmt7s8txzn4ZY5fC,EN,base articl azara lunch religion eat type meat school,,9,3
4263,2fYcznXxkC47s0tWIc8NVZ,EN,explain structur function human heart role circulatori system write essay explain,,11,2
4272,2FRQuUvYy7J6fiChXiS0LC,EN,solv type answer,,3,3
4273,2Om9QzEpf5raBfTy7yw79q,EN,type miss fact fact famili,,5,2
4274,1vmTwnxXvLHaBpLOllxi8E,EN,look model would part fact famili explain,,7,3
4278,aif5faqXBMr5BWFu35fcRC,EN,blue part question call question tag swiss german german french effect,,11,2
4288,2tnxdZKdrc46DbhPtgUUq6,EN,modifi task chang default aspect ad task,,7,1
4300,2lqfJ6gZiLr7w2cuDlFWvF,EN,read follow articl answer georg eat lunch georg eat lunch,,10,2
4321,16MreBTRQqA9TQI3zQU33G,EN,battl waterloo,,2,1
4322,8gooLcJt0bz7yVHSaWd0MM,EN,read follow articl georg lunch,,5,1
